code,name,name_official,name_clean,level,level_num,is_leaf,parent_code,major_code,middle_code,minor_code,detail_code,subdetail_code,major_name,middle_name,minor_name,detail_name,subdetail_name,major_name_filled,path_codes,path_names,kapp_industry_tag,industry_label_ko,diagnostic_unit,is_demo_target,context_level,excluded_flag,ncs_unit_code,ksco_code,keco_code,onet_soc_code,wage_survey_code,benchmark_group,benchmark_avg_K,benchmark_avg_A,benchmark_avg_P1,benchmark_avg_P2,benchmark_p10_total,key_skills,skill_industry_avg,career_path_mid,career_path_far
68,부동산업,부동산업,부동산업,middle,2,False,L,6,68.0,,,,부동산업,부동산업,,,,부동산업,6/68, / 부동산업,REAL_ESTATE,부동산업,False,False,context_group,False,,,,,,,,,,,,,,,
70,연구개발업,연구개발업,연구개발업,middle,2,False,M,7,70.0,,,,"전문, 과학 및 기술 서비스업",연구개발업,,,,"전문, 과학 및 기술 서비스업",7/70, / 연구개발업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,context_group,False,,,,,,,,,,,,,,,
71,전문 서비스업,전문 서비스업,전문 서비스업,middle,2,False,M,7,71.0,,,,"전문, 과학 및 기술 서비스업",전문 서비스업,,,,"전문, 과학 및 기술 서비스업",7/71, / 전문 서비스업,PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,context_group,False,,,,,,,,,,,,,,,
72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",middle,2,False,M,7,72.0,,,,"전문, 과학 및 기술 서비스업","건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,,"전문, 과학 및 기술 서비스업",7/72," / 건축 기술, 엔지니어링 및 기타 과학기술 서비스업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,context_group,False,,,,,,,,,,,,,,,
73,"기타 전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",middle,2,False,M,7,73.0,,,,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",,,,"전문, 과학 및 기술 서비스업",7/73," / 기타 전문, 과학 및 기술 서비스업",PROFESSIONAL_SVC,전문·과학·기술 서비스,False,False,context_group,False,,,,,,,,,,,,,,,
74,사업시설 관리 및 조경 서비스업,사업시설 관리 및 조경 서비스업,사업시설 관리 및 조경 서비스업,middle,2,False,N,7,74.0,,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/74, / 사업시설 관리 및 조경 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,context_group,False,,,,,,,,,,,,,,,
75,사업 지원 서비스업,사업 지원 서비스업,사업 지원 서비스업,middle,2,False,N,7,75.0,,,,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/75, / 사업 지원 서비스업,BUSINESS_SVC,사업지원 서비스업,False,False,context_group,False,,,,,,,,,,,,,,,
76,"임대업, 부동산 제외",임대업; 부동산 제외,"임대업, 부동산 제외",middle,2,False,N,7,76.0,,,,"사업시설 관리, 사업 지원 및 임대 서비스업","임대업, 부동산 제외",,,,"사업시설 관리, 사업 지원 및 임대 서비스업",7/76," / 임대업, 부동산 제외",BUSINESS_SVC,사업지원 서비스업,False,False,context_group,False,,,,,,,,,,,,,,,
84,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",middle,2,False,O,8,84.0,,,,"공공 행정, 국방 및 사회보장 행정","공공 행정, 국방 및 사회보장 행정",,,,"공공 행정, 국방 및 사회보장 행정",8/84," / 공공 행정, 국방 및 사회보장 행정",PUBLIC_ADMIN,공공행정·국방,False,False,context_group,False,,,,,,,,,,,,,,,
85,교육 서비스업,교육 서비스업,교육 서비스업,middle,2,False,P,8,85.0,,,,교육 서비스업,교육 서비스업,,,,교육 서비스업,8/85, / 교육 서비스업,EDUCATION,교육서비스업,False,True,context_group,False,,,,,,,,,,,,,,,
86,보건업,보건업,보건업,middle,2,False,Q,8,86.0,,,,보건업 및 사회복지 서비스업,보건업,,,,보건업 및 사회복지 서비스업,8/86, / 보건업,HEALTHCARE,보건·사회복지,False,True,context_group,False,,,,,,,,,,,,,,,
87,사회복지 서비스업,사회복지 서비스업,사회복지 서비스업,middle,2,False,Q,8,87.0,,,,보건업 및 사회복지 서비스업,사회복지 서비스업,,,,보건업 및 사회복지 서비스업,8/87, / 사회복지 서비스업,HEALTHCARE,보건·사회복지,False,True,context_group,False,,,,,,,,,,,,,,,
90,"창작, 예술 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",middle,2,False,R,9,90.0,,,,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",,,,"예술, 스포츠 및 여가관련 서비스업",9/90," / 창작, 예술 및 여가관련 서비스업",ARTS_SPORTS,문화·예술·스포츠,False,False,context_group,False,,,,,,,,,,,,,,,
91,스포츠 및 오락관련 서비스업,스포츠 및 오락관련 서비스업,스포츠 및 오락관련 서비스업,middle,2,False,R,9,91.0,,,,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,,,,"예술, 스포츠 및 여가관련 서비스업",9/91, / 스포츠 및 오락관련 서비스업,ARTS_SPORTS,문화·예술·스포츠,False,False,context_group,False,,,,,,,,,,,,,,,
94,협회 및 단체,협회 및 단체,협회 및 단체,middle,2,False,S,9,94.0,,,,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,,,,"협회 및 단체, 수리 및 기타 개인 서비스업",9/94, / 협회 및 단체,ASSOC_ORG,협회·단체·종교·정치,False,False,context_group,False,,,,,,,,,,,,,,,
95,개인 및 소비용품 수리업,개인 및 소비용품 수리업,개인 및 소비용품 수리업,middle,2,False,S,9,95.0,,,,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,,,,"협회 및 단체, 수리 및 기타 개인 서비스업",9/95, / 개인 및 소비용품 수리업,OTHER_SVC,기타 서비스업,False,False,context_group,False,,,,,,,,,,,,,,,
96,기타 개인 서비스업,기타 개인 서비스업,기타 개인 서비스업,middle,2,False,S,9,96.0,,,,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,,,,"협회 및 단체, 수리 및 기타 개인 서비스업",9/96, / 기타 개인 서비스업,OTHER_SVC,기타 서비스업,False,False,context_group,True,,,,,,,,,,,,,,,
97,가구 내 고용활동,가구 내 고용활동,가구 내 고용활동,middle,2,False,T,9,97.0,,,,가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,가구 내 고용활동,,,,가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,9/97, / 가구 내 고용활동,HOUSEHOLD,가구 내 고용 활동,False,False,context_group,True,,,,,,,,,,,,,,,
98,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,middle,2,False,T,9,98.0,,,,가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,,,,가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,9/98, / 달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,HOUSEHOLD,가구 내 고용 활동,False,False,context_group,True,,,,,,,,,,,,,,,
99,국제 및 외국기관,국제 및 외국기관,국제 및 외국기관,middle,2,False,U,9,99.0,,,,국제 및 외국기관,국제 및 외국기관,,,,국제 및 외국기관,9/99, / 국제 및 외국기관,INTERNATIONAL,국제·외국기관,False,False,context_group,True,,,,,,,,,,,,,,,
011,작물 재배업,작물 재배업,작물 재배업,minor,3,False,01,0,1.0,11.0,,,"농업, 임업 및 어업",농업,작물 재배업,,,"농업, 임업 및 어업",0/01/011, / 농업 / 작물 재배업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
012,축산업,축산업,축산업,minor,3,False,01,0,1.0,12.0,,,"농업, 임업 및 어업",농업,축산업,,,"농업, 임업 및 어업",0/01/012, / 농업 / 축산업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
013,작물재배 및 축산 복합농업,작물재배 및 축산 복합농업,작물재배 및 축산 복합농업,minor,3,False,01,0,1.0,13.0,,,"농업, 임업 및 어업",농업,작물재배 및 축산 복합농업,,,"농업, 임업 및 어업",0/01/013, / 농업 / 작물재배 및 축산 복합농업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
014,작물재배 및 축산 관련 서비스업,작물재배 및 축산 관련 서비스업,작물재배 및 축산 관련 서비스업,minor,3,False,01,0,1.0,14.0,,,"농업, 임업 및 어업",농업,작물재배 및 축산 관련 서비스업,,,"농업, 임업 및 어업",0/01/014, / 농업 / 작물재배 및 축산 관련 서비스업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
015,수렵 및 관련 서비스업,수렵 및 관련 서비스업,수렵 및 관련 서비스업,minor,3,False,01,0,1.0,15.0,,,"농업, 임업 및 어업",농업,수렵 및 관련 서비스업,,,"농업, 임업 및 어업",0/01/015, / 농업 / 수렵 및 관련 서비스업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
020,임업,임업,임업,minor,3,False,02,0,2.0,20.0,,,"농업, 임업 및 어업",임업,임업,,,"농업, 임업 및 어업",0/02/020, / 임업 / 임업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
031,어로 어업,어로 어업,어로 어업,minor,3,False,03,0,3.0,31.0,,,"농업, 임업 및 어업",어업,어로 어업,,,"농업, 임업 및 어업",0/03/031, / 어업 / 어로 어업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
032,양식어업 및 어업관련 서비스업,양식어업 및 어업관련 서비스업,양식어업 및 어업관련 서비스업,minor,3,False,03,0,3.0,32.0,,,"농업, 임업 및 어업",어업,양식어업 및 어업관련 서비스업,,,"농업, 임업 및 어업",0/03/032, / 어업 / 양식어업 및 어업관련 서비스업,AGRICULTURE,농업·임업·어업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
051,석탄 광업,석탄 광업,석탄 광업,minor,3,False,05,0,5.0,51.0,,,광업,"석탄, 원유 및 천연가스 광업",석탄 광업,,,광업,0/05/051," / 석탄, 원유 및 천연가스 광업 / 석탄 광업",MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
052,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,minor,3,False,05,0,5.0,52.0,,,광업,"석탄, 원유 및 천연가스 광업",원유 및 천연가스 채굴업,,,광업,0/05/052," / 석탄, 원유 및 천연가스 광업 / 원유 및 천연가스 채굴업",MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
061,철 광업,철 광업,철 광업,minor,3,False,06,0,6.0,61.0,,,광업,금속 광업,철 광업,,,광업,0/06/061, / 금속 광업 / 철 광업,MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
062,비철금속 광업,비철금속 광업,비철금속 광업,minor,3,False,06,0,6.0,62.0,,,광업,금속 광업,비철금속 광업,,,광업,0/06/062, / 금속 광업 / 비철금속 광업,MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
071,토사석 광업,토사석 광업,토사석 광업,minor,3,False,07,0,7.0,71.0,,,광업,"비금속광물 광업, 연료용 제외",토사석 광업,,,광업,0/07/071," / 비금속광물 광업, 연료용 제외 / 토사석 광업",MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
072,기타 비금속광물 광업,기타 비금속광물 광업,기타 비금속광물 광업,minor,3,False,07,0,7.0,72.0,,,광업,"비금속광물 광업, 연료용 제외",기타 비금속광물 광업,,,광업,0/07/072," / 비금속광물 광업, 연료용 제외 / 기타 비금속광물 광업",MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
080,광업 지원 서비스업,광업 지원 서비스업,광업 지원 서비스업,minor,3,False,08,0,8.0,80.0,,,광업,광업 지원 서비스업,광업 지원 서비스업,,,광업,0/08/080, / 광업 지원 서비스업 / 광업 지원 서비스업,MINING,광업,False,False,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,,,,,,TBD,TBD,TBD,TBD
101,"도축, 육류 가공 및 저장 처리업","도축, 육류 가공 및 저장 처리업","도축, 육류 가공 및 저장 처리업",minor,3,False,10,1,10.0,101.0,,,제조업,식료품 제조업,"도축, 육류 가공 및 저장 처리업",,,제조업,1/10/101," / 식료품 제조업 / 도축, 육류 가공 및 저장 처리업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
102,수산물 가공 및 저장 처리업,수산물 가공 및 저장 처리업,수산물 가공 및 저장 처리업,minor,3,False,10,1,10.0,102.0,,,제조업,식료품 제조업,수산물 가공 및 저장 처리업,,,제조업,1/10/102, / 식료품 제조업 / 수산물 가공 및 저장 처리업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
103,"과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업",minor,3,False,10,1,10.0,103.0,,,제조업,식료품 제조업,"과실, 채소 가공 및 저장 처리업",,,제조업,1/10/103," / 식료품 제조업 / 과실, 채소 가공 및 저장 처리업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
104,동ㆍ식물성 유지 및 낙농제품 제조업,동ㆍ식물성 유지 및 낙농제품 제조업,동ㆍ식물성 유지 및 낙농제품 제조업,minor,3,False,10,1,10.0,104.0,,,제조업,식료품 제조업,동ㆍ식물성 유지 및 낙농제품 제조업,,,제조업,1/10/104, / 식료품 제조업 / 동ㆍ식물성 유지 및 낙농제품 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
105,"곡물 가공품, 전분 및 전분제품 제조업","곡물 가공품, 전분 및 전분제품 제조업","곡물 가공품, 전분 및 전분제품 제조업",minor,3,False,10,1,10.0,105.0,,,제조업,식료품 제조업,"곡물 가공품, 전분 및 전분제품 제조업",,,제조업,1/10/105," / 식료품 제조업 / 곡물 가공품, 전분 및 전분제품 제조업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
106,"떡, 빵 및 과자류 제조업","떡, 빵 및 과자류 제조업","떡, 빵 및 과자류 제조업",minor,3,False,10,1,10.0,106.0,,,제조업,식료품 제조업,"떡, 빵 및 과자류 제조업",,,제조업,1/10/106," / 식료품 제조업 / 떡, 빵 및 과자류 제조업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
107,도시락 및 식사용 조리식품 제조업,도시락 및 식사용 조리식품 제조업,도시락 및 식사용 조리식품 제조업,minor,3,False,10,1,10.0,107.0,,,제조업,식료품 제조업,도시락 및 식사용 조리식품 제조업,,,제조업,1/10/107, / 식료품 제조업 / 도시락 및 식사용 조리식품 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
108,기타 식품 제조업,기타 식품 제조업,기타 식품 제조업,minor,3,False,10,1,10.0,108.0,,,제조업,식료품 제조업,기타 식품 제조업,,,제조업,1/10/108, / 식료품 제조업 / 기타 식품 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
109,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업,minor,3,False,10,1,10.0,109.0,,,제조업,식료품 제조업,동물용 사료 및 조제식품 제조업,,,제조업,1/10/109, / 식료품 제조업 / 동물용 사료 및 조제식품 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
111,알코올 음료 제조업,알코올 음료 제조업,알코올 음료 제조업,minor,3,False,11,1,11.0,111.0,,,제조업,음료 제조업,알코올 음료 제조업,,,제조업,1/11/111, / 음료 제조업 / 알코올 음료 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
112,비알코올 음료 및 얼음 제조업,비알코올 음료 및 얼음 제조업,비알코올 음료 및 얼음 제조업,minor,3,False,11,1,11.0,112.0,,,제조업,음료 제조업,비알코올 음료 및 얼음 제조업,,,제조업,1/11/112, / 음료 제조업 / 비알코올 음료 및 얼음 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
120,담배 제조업,담배 제조업,담배 제조업,minor,3,False,12,1,12.0,120.0,,,제조업,담배 제조업,담배 제조업,,,제조업,1/12/120, / 담배 제조업 / 담배 제조업,MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
131,방적 및 가공사 제조업,방적 및 가공사 제조업,방적 및 가공사 제조업,minor,3,False,13,1,13.0,131.0,,,제조업,"섬유제품 제조업, 의복 제외",방적 및 가공사 제조업,,,제조업,1/13/131," / 섬유제품 제조업, 의복 제외 / 방적 및 가공사 제조업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
132,직물 직조 및 직물제품 제조업,직물 직조 및 직물제품 제조업,직물 직조 및 직물제품 제조업,minor,3,False,13,1,13.0,132.0,,,제조업,"섬유제품 제조업, 의복 제외",직물 직조 및 직물제품 제조업,,,제조업,1/13/132," / 섬유제품 제조업, 의복 제외 / 직물 직조 및 직물제품 제조업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
133,편조 원단 제조업,편조 원단 제조업,편조 원단 제조업,minor,3,False,13,1,13.0,133.0,,,제조업,"섬유제품 제조업, 의복 제외",편조 원단 제조업,,,제조업,1/13/133," / 섬유제품 제조업, 의복 제외 / 편조 원단 제조업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
134,"섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업",minor,3,False,13,1,13.0,134.0,,,제조업,"섬유제품 제조업, 의복 제외","섬유제품 염색, 정리 및 마무리 가공업",,,제조업,1/13/134," / 섬유제품 제조업, 의복 제외 / 섬유제품 염색, 정리 및 마무리 가공업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
139,기타 섬유제품 제조업,기타 섬유제품 제조업,기타 섬유제품 제조업,minor,3,False,13,1,13.0,139.0,,,제조업,"섬유제품 제조업, 의복 제외",기타 섬유제품 제조업,,,제조업,1/13/139," / 섬유제품 제조업, 의복 제외 / 기타 섬유제품 제조업",MANUFACTURING,제조업,False,True,diagnostic_unit,False,TBD,TBD,TBD,TBD,TBD,TBD,62.0,58.0,61.0,55.0,80.0,TBD,TBD,TBD,TBD
